constructorId,points,position,positionText,wins
red_bull,289.0,3,3,2
mclaren,89.0,4,4,0
renault,67.0,5,5,0
toro_rosso,55.0,6,6,0
racing_point,46.0,7,7,0
alfa,35.0,8,8,0
haas,26.0,9,9,0
williams,1.0,10,10,0
mercedes,571.0,1,1,11
ferrari,409.0,2,2,3
red_bull,311.0,3,3,2
mclaren,101.0,4,4,0
renault,68.0,5,5,0
toro_rosso,55.0,6,6,0
racing_point,52.0,7,7,0
alfa,35.0,8,8,0
haas,28.0,9,9,0
williams,1.0,10,10,0
mercedes,612.0,1,1,12
ferrari,435.0,2,2,3
red_bull,323.0,3,3,2
mclaren,111.0,4,4,0
renault,68.0,5,5,0
toro_rosso,62.0,6,6,0
racing_point,58.0,7,7,0
alfa,35.0,8,8,0
haas,28.0,9,9,0
williams,1.0,10,10,0
mercedes,652.0,1,1,13
ferrari,466.0,2,2,3
red_bull,341.0,3,3,2
mclaren,111.0,4,4,0
renault,73.0,5,5,0
toro_rosso,64.0,6,6,0
racing_point,64.0,7,7,0
alfa,35.0,8,8,0
haas,28.0,9,9,0
williams,1.0,10,10,0
mercedes,695.0,1,1,14
ferrari,479.0,2,2,3
red_bull,366.0,3,3,2
mclaren,121.0,4,4,0
renault,83.0,5,5,0
racing_point,65.0,6,6,0
toro_rosso,64.0,7,7,0
alfa,35.0,8,8,0
haas,28.0,9,9,0
williams,1.0,10,10,0
mercedes,701.0,1,1,14
ferrari,479.0,2,2,3
red_bull,391.0,3,3,3
mclaren,140.0,4,4,0
renault,91.0,5,5,0
toro_rosso,83.0,6,6,0
racing_point,67.0,7,7,0
alfa,57.0,8,8,0
haas,28.0,9,9,0
williams,1.0,10,10,0
mercedes,739.0,1,1,15
ferrari,504.0,2,2,3
red_bull,417.0,3,3,3
mclaren,145.0,4,4,0
renault,91.0,5,5,0
toro_rosso,85.0,6,6,0
racing_point,73.0,7,7,0
alfa,57.0,8,8,0
haas,28.0,9,9,0
williams,1.0,10,10,0
mercedes,37.0,1,1,1
mclaren,26.0,2,2,0
ferrari,19.0,3,3,0
racing_point,8.0,4,4,0
alphatauri,6.0,5,5,0
renault,4.0,6,6,0
alfa,2.0,7,7,0
williams,0.0,8,8,0
red_bull,0.0,9,9,0
haas,0.0,10,10,0
mercedes,80.0,1,1,2
mclaren,39.0,2,2,0
red_bull,27.0,3,3,0
racing_point,22.0,4,4,0
ferrari,19.0,5,5,0
renault,8.0,6,6,0
alphatauri,7.0,7,7,0
alfa,2.0,8,8,0
williams,0.0,9,9,0
haas,0.0,10,10,0
mercedes,121.0,1,1,3
red_bull,55.0,2,2,0
mclaren,41.0,3,3,0
racing_point,40.0,4,4,0
ferrari,27.0,5,5,0
renault,12.0,6,6,0
alphatauri,7.0,7,7,0
alfa,2.0,8,8,0
haas,1.0,9,9,0
williams,0.0,10,10,0
mercedes,146.0,1,1,4
red_bull,78.0,2,2,0
mclaren,51.0,3,3,0
ferrari,43.0,4,4,0
racing_point,42.0,5,5,0
renault,32.0,6,6,0
alphatauri,13.0,7,7,0
alfa,2.0,8,8,0
haas,1.0,9,9,0
williams,0.0,10,10,0
mercedes,180.0,1,1,4
red_bull,113.0,2,2,1
ferrari,55.0,3,3,0
mclaren,53.0,4,4,0
racing_point,41.0,5,5,0
renault,36.0,6,6,0
alphatauri,14.0,7,7,0
alfa,2.0,8,8,0
haas,1.0,9,9,0
williams,0.0,10,10,0
mercedes,221.0,1,1,5
red_bull,135.0,2,2,1
racing_point,63.0,3,3,0
mclaren,62.0,4,4,0
ferrari,61.0,5,5,0
renault,36.0,6,6,0
alphatauri,16.0,7,7,0
alfa,2.0,8,8,0
haas,1.0,9,9,0
williams,0.0,10,10,0
mercedes,264.0,1,1,6
red_bull,158.0,2,2,1
mclaren,68.0,3,3,0
racing_point,66.0,4,4,0
ferrari,61.0,5,5,0
renault,59.0,6,6,0
alphatauri,20.0,7,7,0
alfa,2.0,8,8,0
haas,1.0,9,9,0
williams,0.0,10,10,0
mercedes,281.0,1,1,6
red_bull,158.0,2,2,1
mclaren,98.0,3,3,0
racing_point,82.0,4,4,0
renault,71.0,5,5,0
ferrari,61.0,6,6,0
alphatauri,47.0,7,7,1
alfa,2.0,8,8,0
haas,1.0,9,9,0
williams,0.0,10,10,0
mercedes,325.0,1,1,7
red_bull,173.0,2,2,1
mclaren,106.0,3,3,0
racing_point,92.0,4,4,0
renault,83.0,5,5,0
ferrari,66.0,6,6,0
alphatauri,53.0,7,7,1
alfa,4.0,8,8,0
haas,1.0,9,9,0
williams,0.0,10,10,0
mercedes,366.0,1,1,8
red_bull,192.0,2,2,1
mclaren,106.0,3,3,0
racing_point,104.0,4,4,0
renault,99.0,5,5,0
ferrari,74.0,6,6,0
alphatauri,59.0,7,7,1
alfa,4.0,8,8,0
haas,1.0,9,9,0
williams,0.0,10,10,0
mercedes,391.0,1,1,9
red_bull,211.0,2,2,1
racing_point,120.0,3,3,0
mclaren,116.0,4,4,0
renault,114.0,5,5,0
ferrari,80.0,6,6,0
alphatauri,67.0,7,7,1
alfa,5.0,8,8,0
haas,3.0,9,9,0
williams,0.0,10,10,0
mercedes,435.0,1,1,10
red_bull,226.0,2,2,1
racing_point,126.0,3,3,0
mclaren,124.0,4,4,0
renault,120.0,5,5,0
ferrari,93.0,6,6,0
alphatauri,77.0,7,7,1
alfa,5.0,8,8,0
haas,3.0,9,9,0
williams,0.0,10,10,0
mercedes,479.0,1,1,11
red_bull,226.0,2,2,1
renault,135.0,3,3,0
mclaren,134.0,4,4,0
racing_point,134.0,5,5,0
ferrari,103.0,6,6,0
alphatauri,89.0,7,7,1
alfa,8.0,8,8,0
haas,3.0,9,9,0
williams,0.0,10,10,0
mercedes,504.0,1,1,12
red_bull,240.0,2,2,1
racing_point,154.0,3,3,0
mclaren,149.0,4,4,0
renault,136.0,5,5,0
ferrari,130.0,6,6,0
alphatauri,89.0,7,7,1
alfa,8.0,8,8,0
haas,3.0,9,9,0
williams,0.0,10,10,0
mercedes,533.0,1,1,13
red_bull,274.0,2,2,1
mclaren,171.0,3,3,0
racing_point,154.0,4,4,0
renault,144.0,5,5,0
ferrari,131.0,6,6,0
alphatauri,97.0,7,7,1
alfa,8.0,8,8,0
haas,3.0,9,9,0
williams,0.0,10,10,0
mercedes,540.0,1,1,13
red_bull,282.0,2,2,1
racing_point,194.0,3,3,1
mclaren,184.0,4,4,0
renault,172.0,5,5,0
ferrari,131.0,6,6,0
alphatauri,103.0,7,7,1
alfa,8.0,8,8,0
haas,3.0,9,9,0
williams,0.0,10,10,0
mercedes,573.0,1,1,13
red_bull,319.0,2,2,2
mclaren,202.0,3,3,0
racing_point,195.0,4,4,1
renault,181.0,5,5,0
ferrari,131.0,6,6,0
alphatauri,107.0,7,7,1
alfa,8.0,8,8,0
haas,3.0,9,9,0
williams,0.0,10,10,0
mercedes,41.0,1,1,1
red_bull,28.0,2,2,0
mclaren,18.0,3,3,0
ferrari,12.0,4,4,0
alphatauri,2.0,5,5,0
aston_martin,1.0,6,6,0
alfa,0.0,7,7,0
alpine,0.0,8,8,0
williams,0.0,9,9,0
haas,0.0,10,10,0
mercedes,60.0,1,1,1
red_bull,53.0,2,2,1
mclaren,41.0,3,3,0
ferrari,34.0,4,4,0
alphatauri,8.0,5,5,0
aston_martin,5.0,6,6,0
alpine,3.0,7,7,0
alfa,0.0,8,8,0
williams,0.0,9,9,0
haas,0.0,10,10,0
mercedes,101.0,1,1,2
red_bull,83.0,2,2,1
mclaren,53.0,3,3,0
ferrari,42.0,4,4,0
alpine,13.0,5,5,0
alphatauri,9.0,6,6,0
aston_martin,5.0,7,7,0
alfa,0.0,8,8,0
williams,0.0,9,9,0
haas,0.0,10,10,0
mercedes,141.0,1,1,3
red_bull,112.0,2,2,1
mclaren,65.0,3,3,0
ferrari,60.0,4,4,0
alpine,15.0,5,5,0
alphatauri,10.0,6,6,0
aston_martin,5.0,7,7,0
alfa,0.0,8,8,0
williams,0.0,9,9,0
haas,0.0,10,10,0
red_bull,149.0,1,1,2
mercedes,148.0,2,2,3
mclaren,80.0,3,3,0
ferrari,78.0,4,4,0
aston_martin,19.0,5,5,0
alphatauri,18.0,6,6,0
alpine,17.0,7,7,0
alfa,1.0,8,8,0
williams,0.0,9,9,0
haas,0.0,10,10,0
red_bull,174.0,1,1,3
mercedes,148.0,2,2,3
ferrari,94.0,3,3,0
mclaren,92.0,4,4,0
alphatauri,39.0,5,5,0
aston_martin,37.0,6,6,0
alpine,25.0,7,7,0
alfa,2.0,8,8,0
haas,0.0,9,9,0
williams,0.0,10,10,0
red_bull,215.0,1,1,4
mercedes,178.0,2,2,3
mclaren,110.0,3,3,0
ferrari,94.0,4,4,0
alphatauri,45.0,5,5,0
aston_martin,40.0,6,6,0
alpine,29.0,7,7,0
alfa,2.0,8,8,0
williams,0.0,9,9,0
haas,0.0,10,10,0
red_bull,252.0,1,1,5
mercedes,212.0,2,2,3
mclaren,120.0,3,3,0
ferrari,108.0,4,4,0
alphatauri,46.0,5,5,0
aston_martin,44.0,6,6,0
alpine,31.0,7,7,0
alfa,2.0,8,8,0
williams,0.0,9,9,0
haas,0.0,10,10,0
red_bull,286.0,1,1,6
mercedes,242.0,2,2,3
mclaren,141.0,3,3,0
ferrari,122.0,4,4,0
alphatauri,48.0,5,5,0
aston_martin,44.0,6,6,0
alpine,32.0,7,7,0
alfa,2.0,8,8,0
williams,0.0,9,9,0
haas,0.0,10,10,0
red_bull,289.0,1,1,6
mercedes,285.0,2,2,4
mclaren,163.0,3,3,0
ferrari,148.0,4,4,0
alphatauri,49.0,5,5,0
aston_martin,48.0,6,6,0
alpine,40.0,7,7,0
alfa,2.0,8,8,0
williams,0.0,9,9,0
haas,0.0,10,10,0
mercedes,303.0,1,1,4
red_bull,291.0,2,2,6
ferrari,163.0,3,3,0
mclaren,163.0,4,4,0
alpine,77.0,5,5,1
alphatauri,68.0,6,6,0
aston_martin,48.0,7,7,0
williams,10.0,8,8,0
alfa,3.0,9,9,0
haas,0.0,10,10,0
mercedes,310.5,1,1,4
red_bull,303.5,2,2,7
mclaren,169.0,3,3,0
ferrari,165.5,4,4,0
alpine,80.0,5,5,1
alphatauri,72.0,6,6,0
aston_martin,53.0,7,7,0
williams,20.0,8,8,0
alfa,3.0,9,9,0
haas,0.0,10,10,0
mercedes,344.5,1,1,4
red_bull,332.5,2,2,8
ferrari,181.5,3,3,0
mclaren,170.0,4,4,0
alpine,90.0,5,5,1
alphatauri,84.0,6,6,0
aston_martin,53.0,7,7,0
williams,20.0,8,8,0
alfa,3.0,9,9,0
haas,0.0,10,10,0
mercedes,362.5,1,1,4
red_bull,344.5,2,2,8
mclaren,215.0,3,3,1
ferrari,201.5,4,4,0
alpine,95.0,5,5,1
alphatauri,84.0,6,6,0
aston_martin,59.0,7,7,0
williams,22.0,8,8,0
alfa,3.0,9,9,0
haas,0.0,10,10,0
mercedes,397.5,1,1,5
red_bull,364.5,2,2,8
mclaren,234.0,3,3,1
ferrari,216.5,4,4,0
alpine,103.0,5,5,1
alphatauri,84.0,6,6,0
aston_martin,59.0,7,7,0
williams,23.0,8,8,0
alfa,7.0,9,9,0
haas,0.0,10,10,0
mercedes,433.5,1,1,6
red_bull,397.5,2,2,8
mclaren,240.0,3,3,1
ferrari,232.5,4,4,0
alpine,104.0,5,5,1
alphatauri,92.0,6,6,0
aston_martin,61.0,7,7,0
williams,23.0,8,8,0
alfa,7.0,9,9,0
haas,0.0,10,10,0
mercedes,460.5,1,1,6
red_bull,437.5,2,2,9
mclaren,254.0,3,3,1
ferrari,250.5,4,4,0
alpine,104.0,5,5,1
alphatauri,94.0,6,6,0
aston_martin,62.0,7,7,0
williams,23.0,8,8,0
alfa,7.0,9,9,0
haas,0.0,10,10,0
mercedes,478.5,1,1,6
red_bull,477.5,2,2,10
ferrari,268.5,3,3,0
mclaren,255.0,4,4,1
alpine,106.0,5,5,1
alphatauri,106.0,6,6,0
aston_martin,68.0,7,7,0
williams,23.0,8,8,0
alfa,11.0,9,9,0
haas,0.0,10,10,0
mercedes,521.5,1,1,7
red_bull,510.5,2,2,10
ferrari,287.5,3,3,0
mclaren,256.0,4,4,1
alpine,112.0,5,5,1
alphatauri,112.0,6,6,0
aston_martin,68.0,7,7,0
williams,23.0,8,8,0
alfa,11.0,9,9,0
haas,0.0,10,10,0
mercedes,546.5,1,1,8
red_bull,541.5,2,2,10
ferrari,297.5,3,3,0
mclaren,258.0,4,4,1
alpine,137.0,5,5,1
alphatauri,112.0,6,6,0
aston_martin,77.0,7,7,0
williams,23.0,8,8,0
alfa,11.0,9,9,0
haas,0.0,10,10,0
mercedes,587.5,1,1,9
red_bull,559.5,2,2,10
ferrari,307.5,3,3,0
mclaren,269.0,4,4,1
alpine,149.0,5,5,1
alphatauri,120.0,6,6,0
aston_martin,77.0,7,7,0
williams,23.0,8,8,0
alfa,13.0,9,9,0
haas,0.0,10,10,0
mercedes,613.5,1,1,9
red_bull,585.5,2,2,11
ferrari,323.5,3,3,0
mclaren,275.0,4,4,1
alpine,155.0,5,5,1
alphatauri,142.0,6,6,0
aston_martin,77.0,7,7,0
williams,23.0,8,8,0
alfa,13.0,9,9,0
haas,0.0,10,10,0
ferrari,44.0,1,1,1
mercedes,27.0,2,2,0
haas,10.0,3,3,0
alfa,9.0,4,4,0
alpine,8.0,5,5,0
alphatauri,4.0,6,6,0
aston_martin,0.0,7,7,0
williams,0.0,8,8,0
mclaren,0.0,9,9,0
red_bull,0.0,10,10,0
ferrari,78.0,1,1,1
mercedes,38.0,2,2,0
red_bull,37.0,3,3,1
alpine,16.0,4,4,0
haas,12.0,5,5,0
alfa,9.0,6,6,0
alphatauri,8.0,7,7,0
mclaren,6.0,8,8,0
aston_martin,0.0,9,9,0
williams,0.0,10,10,0
ferrari,104.0,1,1,2
mercedes,65.0,2,2,0
red_bull,55.0,3,3,1
mclaren,24.0,4,4,0
alpine,22.0,5,5,0
alfa,13.0,6,6,0
haas,12.0,7,7,0
alphatauri,10.0,8,8,0
williams,1.0,9,9,0
aston_martin,0.0,10,10,0
ferrari,124.0,1,1,2
red_bull,113.0,2,2,2
mercedes,77.0,3,3,0
mclaren,46.0,4,4,0
alfa,25.0,5,5,0
alpine,22.0,6,6,0
alphatauri,16.0,7,7,0
haas,15.0,8,8,0
aston_martin,5.0,9,9,0
williams,1.0,10,10,0
ferrari,157.0,1,1,2
red_bull,151.0,2,2,3
mercedes,95.0,3,3,0
mclaren,46.0,4,4,0
alfa,31.0,5,5,0
alpine,26.0,6,6,0
alphatauri,16.0,7,7,0
haas,15.0,8,8,0
aston_martin,6.0,9,9,0
williams,3.0,10,10,0
red_bull,195.0,1,1,4
ferrari,169.0,2,2,2
mercedes,120.0,3,3,0
mclaren,50.0,4,4,0
alfa,39.0,5,5,0
alpine,34.0,6,6,0
alphatauri,17.0,7,7,0
haas,15.0,8,8,0
aston_martin,6.0,9,9,0
williams,3.0,10,10,0
red_bull,235.0,1,1,5
ferrari,199.0,2,2,2
mercedes,134.0,3,3,0
mclaren,59.0,4,4,0
alfa,41.0,5,5,0
alpine,40.0,6,6,0
alphatauri,17.0,7,7,0
haas,15.0,8,8,0
aston_martin,7.0,9,9,0
williams,3.0,10,10,0
red_bull,279.0,1,1,6
ferrari,199.0,2,2,2
mercedes,161.0,3,3,0
mclaren,65.0,4,4,0
alpine,47.0,5,5,0
alfa,41.0,6,6,0
alphatauri,27.0,7,7,0
haas,15.0,8,8,0
aston_martin,15.0,9,9,0
williams,3.0,10,10,0
red_bull,304.0,1,1,7
ferrari,228.0,2,2,2
mercedes,188.0,3,3,0
mclaren,65.0,4,4,0
alpine,57.0,5,5,0
alfa,51.0,6,6,0
alphatauri,27.0,7,7,0
aston_martin,16.0,8,8,0
haas,15.0,9,9,0
williams,3.0,10,10,0
red_bull,328.0,1,1,7
ferrari,265.0,2,2,3
mercedes,204.0,3,3,0
mclaren,73.0,4,4,0
alpine,67.0,5,5,0
alfa,51.0,6,6,0
alphatauri,27.0,7,7,0
haas,20.0,8,8,0
aston_martin,18.0,9,9,0
williams,3.0,10,10,0
red_bull,359.0,1,1,7
ferrari,303.0,2,2,4
mercedes,237.0,3,3,0
mclaren,81.0,4,4,0
alpine,81.0,5,5,0
alfa,51.0,6,6,0
haas,34.0,7,7,0
alphatauri,27.0,8,8,0
aston_martin,18.0,9,9,0
williams,3.0,10,10,0
red_bull,396.0,1,1,8
ferrari,314.0,2,2,4
mercedes,270.0,3,3,0
alpine,93.0,4,4,0
mclaren,89.0,5,5,0
alfa,51.0,6,6,0
haas,34.0,7,7,0
alphatauri,27.0,8,8,0
aston_martin,19.0,9,9,0
williams,3.0,10,10,0
red_bull,431.0,1,1,9
ferrari,334.0,2,2,4
mercedes,304.0,3,3,0
alpine,99.0,4,4,0
mclaren,95.0,5,5,0
alfa,51.0,6,6,0
haas,34.0,7,7,0
alphatauri,27.0,8,8,0
aston_martin,20.0,9,9,0
williams,3.0,10,10,0
red_bull,475.0,1,1,10
ferrari,357.0,2,2,4
mercedes,316.0,3,3,0
alpine,115.0,4,4,0
mclaren,95.0,5,5,0
alfa,51.0,6,6,0
haas,34.0,7,7,0
alphatauri,29.0,8,8,0
aston_martin,24.0,9,9,0
williams,4.0,10,10,0
red_bull,511.0,1,1,11
ferrari,376.0,2,2,4
mercedes,346.0,3,3,0
alpine,125.0,4,4,0
mclaren,101.0,5,5,0
alfa,51.0,6,6,0
haas,34.0,7,7,0
alphatauri,29.0,8,8,0
aston_martin,25.0,9,9,0
williams,4.0,10,10,0
red_bull,545.0,1,1,12
ferrari,406.0,2,2,4
mercedes,371.0,3,3,0
alpine,125.0,4,4,0
mclaren,107.0,5,5,0
alfa,52.0,6,6,0
haas,34.0,7,7,0
alphatauri,33.0,8,8,0
aston_martin,25.0,9,9,0
williams,6.0,10,10,0
red_bull,576.0,1,1,13
ferrari,439.0,2,2,4
mercedes,373.0,3,3,0
mclaren,129.0,4,4,0
alpine,125.0,5,5,0
alfa,52.0,6,6,0
aston_martin,37.0,7,7,0
haas,34.0,8,8,0
alphatauri,34.0,9,9,0
williams,6.0,10,10,0
red_bull,619.0,1,1,14
ferrari,454.0,2,2,4
mercedes,387.0,3,3,0
alpine,143.0,4,4,0
mclaren,130.0,5,5,0
alfa,52.0,6,6,0
aston_martin,45.0,7,7,0
haas,34.0,8,8,0
alphatauri,34.0,9,9,0
williams,8.0,10,10,0
red_bull,656.0,1,1,15
ferrari,469.0,2,2,4
mercedes,416.0,3,3,0
alpine,149.0,4,4,0
mclaren,138.0,5,5,0
alfa,52.0,6,6,0
aston_martin,49.0,7,7,0
haas,36.0,8,8,0
alphatauri,35.0,9,9,0
williams,8.0,10,10,0
red_bull,696.0,1,1,16
ferrari,487.0,2,2,4
mercedes,447.0,3,3,0
alpine,153.0,4,4,0
mclaren,146.0,5,5,0
alfa,53.0,6,6,0
aston_martin,49.0,7,7,0
haas,36.0,8,8,0
alphatauri,35.0,9,9,0
williams,8.0,10,10,0
red_bull,719.0,1,1,16
ferrari,524.0,2,2,4
mercedes,505.0,3,3,1
alpine,167.0,4,4,0
mclaren,148.0,5,5,0
alfa,55.0,6,6,0
aston_martin,50.0,7,7,0
haas,37.0,8,8,0
alphatauri,35.0,9,9,0
williams,8.0,10,10,0
red_bull,759.0,1,1,17
ferrari,554.0,2,2,4
mercedes,515.0,3,3,1
alpine,173.0,4,4,0
mclaren,159.0,5,5,0
alfa,55.0,6,6,0
aston_martin,55.0,7,7,0
haas,37.0,8,8,0
alphatauri,35.0,9,9,0
williams,8.0,10,10,0
red_bull,43.0,1,1,1
aston_martin,23.0,2,2,0
mercedes,16.0,3,3,0
ferrari,12.0,4,4,0
alfa,4.0,5,5,0
alpine,2.0,6,6,0
williams,1.0,7,7,0
alphatauri,0.0,8,8,0
haas,0.0,9,9,0
mclaren,0.0,10,10,0
red_bull,87.0,1,1,2
aston_martin,38.0,2,2,0
mercedes,38.0,3,3,0
ferrari,26.0,4,4,0
alpine,8.0,5,5,0
alfa,4.0,6,6,0
haas,1.0,7,7,0
williams,1.0,8,8,0
alphatauri,0.0,9,9,0
mclaren,0.0,10,10,0
red_bull,123.0,1,1,3
aston_martin,65.0,2,2,0
mercedes,56.0,3,3,0
ferrari,26.0,4,4,0
mclaren,12.0,5,5,0
alpine,8.0,6,6,0
haas,7.0,7,7,0
alfa,6.0,8,8,0
alphatauri,1.0,9,9,0
williams,1.0,10,10,0
